time,pair_id,phase,cmd_px,cmd_py,cmd_pz,ndi_px,ndi_py,ndi_pz,ndi_ox,ndi_oy,ndi_oz,ndi_ow,fx,fy,fz,joint_0,joint_1,joint_2,joint_3,joint_4
1773939362.9498253,0,wp1,-0.009,-0.006,0.015,56.506256103515625,-26.169355392456055,-202.2248077392578,-0.34642988443374634,0.6035340428352356,0.0,0.718145489692688,0.737922,-7.5452889999999995,4.799115,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939364.999399,0,wp2,-0.00825,-0.006,0.02,58.23733901977539,-29.15262794494629,-207.2015838623047,-0.3433501720428467,0.6043038964271545,0.0,0.7189767360687256,0.742404,-7.545650999999999,4.803566,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.0248003,0,wp2,-0.00825,-0.006,0.02,58.00925827026367,-28.75800132751465,-206.56741333007812,-0.3436654210090637,0.6042413115501404,0.0,0.7188786864280701,0.735293,-7.542071999999999,4.8036509999999994,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.0499237,0,wp2,-0.00825,-0.006,0.02,57.85251998901367,-28.518543243408203,-206.3494873046875,-0.3439091742038727,0.6042636036872864,0.0,0.7187433242797852,0.736197,-7.545979,4.806338,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.0748007,0,wp2,-0.00825,-0.006,0.02,57.897830963134766,-28.59620475769043,-206.69741821289062,-0.34412628412246704,0.6042420864105225,0.0,0.7186574935913086,0.7323879999999999,-7.5421439999999995,4.8027169999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.0995598,0,wp2,-0.00825,-0.006,0.02,57.63399887084961,-28.026012420654297,-206.12841796875,-0.34426894783973694,0.6043212413787842,0.0,0.7185226678848267,0.7384259999999999,-7.541582999999999,4.802814,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.1245222,0,wp2,-0.00825,-0.006,0.02,57.767845153808594,-28.196735382080078,-206.36746215820312,-0.34399232268333435,0.6042702794075012,0.0,0.7186979055404663,0.736567,-7.542812,4.805391,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.149533,0,wp2,-0.00825,-0.006,0.02,57.79849624633789,-28.378276824951172,-206.6354522705078,-0.34401506185531616,0.6043739318847656,0.0,0.7185998558998108,0.737885,-7.5453079999999995,4.801737,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.1748214,0,wp2,-0.00825,-0.006,0.02,57.70353317260742,-28.2662296295166,-206.50132751464844,-0.3440466821193695,0.6044874787330627,0.0,0.7184891104698181,0.73522,-7.548273999999999,4.803580999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.1993804,0,wp2,-0.00825,-0.006,0.02,57.74923324584961,-28.402585983276367,-206.62567138671875,-0.3439330756664276,0.6044603586196899,0.0,0.718566358089447,0.7406159999999999,-7.548324,4.79827,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.224528,0,wp2,-0.00825,-0.006,0.02,57.79198455810547,-28.43187713623047,-206.9669647216797,-0.34377962350845337,0.6045846343040466,0.0,0.7185353636741638,0.739337,-7.549195,4.798217,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.2496421,0,wp2,-0.00825,-0.006,0.02,57.97452926635742,-28.8011531829834,-207.58285522460938,-0.34355801343917847,0.6046519875526428,0.0,0.7185846567153931,0.735161,-7.546866,4.8026789999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.2742896,0,wp2,-0.00825,-0.006,0.02,58.25550842285156,-29.225175857543945,-208.51133728027344,-0.3431647717952728,0.60475093126297,0.0,0.7186893224716187,0.737783,-7.548436,4.798227,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.2992594,0,wp2,-0.00825,-0.006,0.02,58.2525520324707,-29.111038208007812,-208.333984375,-0.3432270884513855,0.604537844657898,0.0,0.7188387513160706,0.739235,-7.553906,4.795443,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.3242943,0,wp2,-0.00825,-0.006,0.02,58.029815673828125,-28.668190002441406,-207.54367065429688,-0.34337282180786133,0.6044253706932068,0.0,0.7188636660575867,0.7376999999999999,-7.548559,4.799075,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.3494022,0,wp2,-0.00825,-0.006,0.02,57.897586822509766,-28.351959228515625,-207.06224060058594,-0.34376856684684753,0.6042242050170898,0.0,0.7188437581062317,0.744765,-7.542742,4.8017959999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.3743136,0,wp2,-0.00825,-0.006,0.02,58.3784294128418,-29.287353515625,-208.52806091308594,-0.3430912494659424,0.6044037938117981,0.0,0.7190163135528564,0.733202,-7.54611,4.800066999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.3994024,0,wp2,-0.00825,-0.006,0.02,58.20180892944336,-28.94613265991211,-207.93536376953125,-0.3432905077934265,0.6043601632118225,0.0,0.7189578413963318,0.7336539999999999,-7.541039,4.804571999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.4246626,0,wp2,-0.00825,-0.006,0.02,57.871089935302734,-28.284137725830078,-206.845458984375,-0.3438415825366974,0.6041227579116821,0.0,0.7188940048217773,0.736595,-7.54441,4.800929,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.4495597,0,wp2,-0.00825,-0.006,0.02,57.910160064697266,-28.27986717224121,-206.94847106933594,-0.34389927983283997,0.6040250658988953,0.0,0.718948483467102,0.733599,-7.544333,4.8054619999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.4743812,0,wp2,-0.00825,-0.006,0.02,57.956119537353516,-28.351137161254883,-206.8694610595703,-0.3440001904964447,0.6038550138473511,0.0,0.7190430760383606,0.73376,-7.546046,4.8072099999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.5000887,0,wp2,-0.00825,-0.006,0.02,57.603614807128906,-27.67341423034668,-205.87002563476562,-0.3442643880844116,0.603914201259613,0.0,0.7188669443130493,0.734063,-7.544216,4.802662,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.5247228,0,wp2,-0.00825,-0.006,0.02,57.361942291259766,-27.352157592773438,-205.1999053955078,-0.3445966839790344,0.6039682030677795,0.0,0.7186623215675354,0.738053,-7.545153999999999,4.807175,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.5493631,0,wp2,-0.00825,-0.006,0.02,57.10127639770508,-26.9089412689209,-204.6283721923828,-0.3447417914867401,0.6040478348731995,0.0,0.7185258269309998,0.732201,-7.545166,4.806382,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.5743413,0,wp2,-0.00825,-0.006,0.02,56.94976043701172,-26.672136306762695,-204.07887268066406,-0.3451482057571411,0.6039020419120789,0.0,0.7184531688690186,0.7378979999999999,-7.543613,4.804447,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.5993118,0,wp2,-0.00825,-0.006,0.02,57.013031005859375,-26.852685928344727,-204.2903594970703,-0.3450743854045868,0.6039202213287354,0.0,0.718473494052887,0.7350479999999999,-7.548455,4.799092,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.6245453,0,wp2,-0.00825,-0.006,0.02,56.7669677734375,-26.327362060546875,-203.58432006835938,-0.3455384373664856,0.6037747859954834,0.0,0.718372642993927,0.734831,-7.548382999999999,4.801845999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.6494267,0,wp2,-0.00825,-0.006,0.02,56.75791931152344,-26.250181198120117,-203.534912109375,-0.3454645276069641,0.6037020683288574,0.0,0.7184692621231079,0.7378859999999999,-7.548464,4.799974,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.6745715,0,wp2,-0.00825,-0.006,0.02,57.002830505371094,-26.67713737487793,-204.29818725585938,-0.3451671600341797,0.6037202477455139,0.0,0.7185969352722168,0.735104,-7.548515999999999,4.796406999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.699564,0,wp2,-0.00825,-0.006,0.02,57.40330123901367,-27.447664260864258,-205.6318359375,-0.3446381688117981,0.6039347052574158,0.0,0.718670666217804,0.7320989999999999,-7.554786,4.801842,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.724435,0,wp2,-0.00825,-0.006,0.02,57.37311553955078,-27.471471786499023,-205.36358642578125,-0.34473690390586853,0.6038801074028015,0.0,0.7186691164970398,0.734544,-7.550072999999999,4.8018849999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.749703,0,wp2,-0.00825,-0.006,0.02,58.00176239013672,-28.661527633666992,-207.07777404785156,-0.34406331181526184,0.6038448810577393,0.0,0.7190214395523071,0.739297,-7.546135,4.8017319999999994,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.7747884,0,wp2,-0.00825,-0.006,0.02,57.7828254699707,-28.160709381103516,-206.44683837890625,-0.3444525897502899,0.6036095023155212,0.0,0.7190326452255249,0.743324,-7.541996999999999,4.803602,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.799431,0,wp2,-0.00825,-0.006,0.02,57.91151428222656,-28.41539764404297,-206.65553283691406,-0.3445623815059662,0.6035711765289307,0.0,0.7190122008323669,0.7378279999999999,-7.545375,4.801733,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.824437,0,wp2,-0.00825,-0.006,0.02,58.111568450927734,-28.790769577026367,-207.34634399414062,-0.3440745174884796,0.6037719249725342,0.0,0.7190773487091064,0.7428669999999999,-7.537786,4.805343,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.8494153,0,wp2,-0.00825,-0.006,0.02,58.2169189453125,-29.063480377197266,-207.57632446289062,-0.34391745924949646,0.6038303971290588,0.0,0.7191033363342285,0.737935,-7.548334,4.8007979999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.8744454,0,wp2,-0.00825,-0.006,0.02,58.35070037841797,-29.41714859008789,-207.84864807128906,-0.3437131941318512,0.6040096282958984,0.0,0.7190504670143127,0.732467,-7.546838999999999,4.799973,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.89948,0,wp2,-0.00825,-0.006,0.02,58.52199935913086,-29.78378677368164,-208.24203491210938,-0.3435015380382538,0.6041196584701538,0.0,0.7190592288970947,0.7392059999999999,-7.545965,4.802722999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.924403,0,wp2,-0.00825,-0.006,0.02,58.49452209472656,-29.760305404663086,-208.0544891357422,-0.34370848536491394,0.604008674621582,0.0,0.7190535068511963,0.7399709999999999,-7.540801999999999,4.802726,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.9492629,0,wp2,-0.00825,-0.006,0.02,58.45546340942383,-29.702064514160156,-207.88372802734375,-0.34377506375312805,0.6040422916412354,0.0,0.7189934849739075,0.739328,-7.547656,4.798139,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.9745908,0,wp2,-0.00825,-0.006,0.02,58.42383575439453,-29.600740432739258,-207.97911071777344,-0.34372439980506897,0.6040930151939392,0.0,0.7189750671386719,0.735055,-7.545184,4.804543,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939365.999193,0,wp2,-0.00825,-0.006,0.02,58.503997802734375,-29.727367401123047,-208.08590698242188,-0.34362754225730896,0.6041544079780579,0.0,0.7189697623252869,0.7364729999999999,-7.5491909999999995,4.800006,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.0243363,0,wp2,-0.00825,-0.006,0.02,58.52381896972656,-29.838512420654297,-208.11859130859375,-0.34349754452705383,0.604245662689209,0.0,0.7189552187919617,0.721831,-7.554482999999999,4.800966,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.0493062,0,wp2,-0.00825,-0.006,0.02,58.70805740356445,-30.174142837524414,-208.38320922851562,-0.34347546100616455,0.6039932370185852,0.0,0.7191778421401978,0.7379089999999999,-7.549912,4.800968999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.0744638,0,wp2,-0.00825,-0.006,0.02,58.7097282409668,-30.115726470947266,-208.50218200683594,-0.34342506527900696,0.6040905117988586,0.0,0.7191202044487,0.734938,-7.543644,4.803669,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.0993059,0,wp2,-0.00825,-0.006,0.02,58.74898147583008,-30.18595314025879,-208.5965576171875,-0.34341832995414734,0.6040475368499756,0.0,0.7191594839096069,0.735143,-7.546658,4.805431,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.1242702,0,wp2,-0.00825,-0.006,0.02,58.7556037902832,-30.250057220458984,-208.6162567138672,-0.3433729410171509,0.6039864420890808,0.0,0.7192324995994568,0.728843,-7.550437,4.798254,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.150252,0,wp2,-0.00825,-0.006,0.02,58.77389144897461,-30.27606201171875,-208.59176635742188,-0.3433539867401123,0.6039278507232666,0.0,0.7192907929420471,0.735047,-7.550008,4.799119999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.1743925,0,wp2,-0.00825,-0.006,0.02,58.489322662353516,-29.758708953857422,-208.02401733398438,-0.3435821831226349,0.6040939092636108,0.0,0.7190423607826233,0.733445,-7.5459689999999995,4.805447,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.1993961,0,wp2,-0.00825,-0.006,0.02,58.002357482910156,-28.867389678955078,-206.62973022460938,-0.34422045946121216,0.6039170026779175,0.0,0.718885600566864,0.739333,-7.54749,4.803646,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.2246735,0,wp2,-0.00825,-0.006,0.02,57.70692443847656,-28.32650375366211,-205.70037841796875,-0.34472647309303284,0.6038050651550293,0.0,0.7187372446060181,0.743026,-7.540883,4.800854,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.2492464,0,wp2,-0.00825,-0.006,0.02,57.18939971923828,-27.449533462524414,-204.61886596679688,-0.34534990787506104,0.6038128733634949,0.0,0.718431293964386,0.732246,-7.545210999999999,4.809944,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.274353,0,wp2,-0.00825,-0.006,0.02,57.2998046875,-27.61484146118164,-205.0475616455078,-0.3452785909175873,0.6038389205932617,0.0,0.7184435129165649,0.734412,-7.54526,4.805655,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.2991881,0,wp2,-0.00825,-0.006,0.02,57.39366149902344,-27.89426612854004,-205.69589233398438,-0.34480077028274536,0.6042338609695435,0.0,0.7183409929275513,0.7351099999999999,-7.543641999999999,4.80365,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.3244994,0,wp2,-0.00825,-0.006,0.02,57.45866775512695,-28.120141983032227,-205.62059020996094,-0.3448759615421295,0.6041118502616882,0.0,0.7184075713157654,0.746921,-7.5334959999999995,4.802754999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.3495045,0,wp2,-0.00825,-0.006,0.02,57.56339645385742,-28.29305076599121,-205.87234497070312,-0.3448103964328766,0.6040878295898438,0.0,0.7184592485427856,0.7407819999999999,-7.549861,4.79728,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.3743138,0,wp2,-0.00825,-0.006,0.02,57.649925231933594,-28.44025230407715,-206.1349334716797,-0.344820111989975,0.6040326356887817,0.0,0.7185009717941284,0.735132,-7.546799999999999,4.802693,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.4002433,0,wp2,-0.00825,-0.006,0.02,58.56013870239258,-30.115053176879883,-208.91802978515625,-0.343596875667572,0.6043345928192139,0.0,0.7188329696655273,0.7380369999999999,-7.546728,4.803627,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.4251642,0,wp2,-0.00825,-0.006,0.02,58.88084411621094,-30.790283203125,-209.82177734375,-0.34304752945899963,0.6044992208480835,0.0,0.7189570069313049,0.725939,-7.555091,4.798273,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.4491127,0,wp2,-0.00825,-0.006,0.02,59.12474822998047,-31.18421173095703,-210.3274383544922,-0.3427545726299286,0.6043992638587952,0.0,0.719180703163147,0.742019,-7.5537469999999995,4.79917,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.4751205,0,wp2,-0.00825,-0.006,0.02,59.1807975769043,-31.356361389160156,-210.54855346679688,-0.3424462378025055,0.6046068072319031,0.0,0.719153106212616,0.733718,-7.542945,4.801772,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.5001833,0,wp2,-0.00825,-0.006,0.02,58.82048034667969,-30.670909881591797,-209.29714965820312,-0.3429206907749176,0.6044163703918457,0.0,0.7190870642662048,0.737806,-7.548330999999999,4.799194,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.5251389,0,wp2,-0.00825,-0.006,0.02,58.644287109375,-30.252464294433594,-208.57896423339844,-0.34309712052345276,0.6043612957000732,0.0,0.7190492153167725,0.728784,-7.559704999999999,4.797339,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.5502152,0,wp2,-0.00825,-0.006,0.02,58.355735778808594,-29.61859893798828,-207.70895385742188,-0.34341639280319214,0.6042829155921936,0.0,0.7189626693725586,0.73788,-7.5453149999999996,4.79821,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.5751262,0,wp2,-0.00825,-0.006,0.02,58.40919494628906,-29.64539337158203,-208.1060791015625,-0.3432159125804901,0.6044800281524658,0.0,0.7188926935195923,0.732394,-7.5468969999999995,4.802689,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.6001728,0,wp2,-0.00825,-0.006,0.02,57.95673751831055,-28.780118942260742,-206.8769073486328,-0.34366369247436523,0.6044787764549255,0.0,0.7186797261238098,0.7350059999999999,-7.545325,4.799951,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.6251132,0,wp2,-0.00825,-0.006,0.02,57.51906204223633,-27.895708084106445,-205.46768188476562,-0.34424737095832825,0.6042903661727905,0.0,0.7185589671134949,0.7482179999999999,-7.54075,4.801743999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.650171,0,wp2,-0.00825,-0.006,0.02,57.250221252441406,-27.48666763305664,-204.70452880859375,-0.34454309940338135,0.6043402552604675,0.0,0.7183752655982971,0.732471,-7.540489,4.806317,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.6749976,0,wp2,-0.00825,-0.006,0.02,57.594791412353516,-28.024099349975586,-205.57156372070312,-0.34416159987449646,0.6042926907539368,0.0,0.7185980081558228,0.737976,-7.543696,4.80004,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.70002,0,wp2,-0.00825,-0.006,0.02,57.18665313720703,-27.21006965637207,-204.64422607421875,-0.34467971324920654,0.6043139696121216,0.0,0.7183318138122559,0.735043,-7.545147999999999,4.8063139999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.7241046,0,wp2,-0.00825,-0.006,0.02,57.01179122924805,-26.808753967285156,-203.9759521484375,-0.34514400362968445,0.6040176749229431,0.0,0.718358039855957,0.739593,-7.537761,4.8072799999999996,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.7501702,0,wp2,-0.00825,-0.006,0.02,57.26231384277344,-27.321535110473633,-204.92047119140625,-0.34473928809165955,0.6043327450752258,0.0,0.7182873487472534,0.7339209999999999,-7.546036,4.802664,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.7751272,0,wp2,-0.00825,-0.006,0.02,57.37452697753906,-27.526355743408203,-205.35589599609375,-0.3446466326713562,0.6042848229408264,0.0,0.7183722257614136,0.7338319999999999,-7.544384,4.806285,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.8003368,0,wp2,-0.00825,-0.006,0.02,57.26760482788086,-27.359451293945312,-204.93125915527344,-0.34495460987091064,0.6042018532752991,0.0,0.7182941436767578,0.737811,-7.548324,4.802721,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.8251903,0,wp2,-0.00825,-0.006,0.02,57.11777877807617,-27.15280532836914,-204.42811584472656,-0.34525424242019653,0.6040583848953247,0.0,0.7182708382606506,0.729278,-7.550065999999999,4.803744,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.8503385,0,wp2,-0.00825,-0.006,0.02,57.32650375366211,-27.54181671142578,-205.00015258789062,-0.3450312912464142,0.6041033267974854,0.0,0.7183401584625244,0.7377319999999999,-7.54819,4.8019419999999995,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.8750553,0,wp2,-0.00825,-0.006,0.02,57.30941390991211,-27.552017211914062,-205.2936248779297,-0.34487268328666687,0.6044157147407532,0.0,0.7181534171104431,0.7289209999999999,-7.5468589999999995,4.80284,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.9001615,0,wp2,-0.00825,-0.006,0.02,57.6146354675293,-28.149776458740234,-206.1861572265625,-0.3445547819137573,0.6044338345527649,0.0,0.7182907462120056,0.7377969999999999,-7.551373,4.800071,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.9249456,0,wp2,-0.00825,-0.006,0.02,57.18939971923828,-27.369558334350586,-205.19869995117188,-0.34486672282218933,0.6046538949012756,0.0,0.7179558277130127,0.728686,-7.551625,4.800121,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
1773939366.9500606,0,wp2,-0.00825,-0.006,0.02,57.41348648071289,-27.829835891723633,-205.777587890625,-0.34451451897621155,0.6046953797340393,0.0,0.7180900573730469,0.737895,-7.546847,4.801813999999999,0.0,5.341185266800123,0.008893425952882984,0.008892426108855472,0.0
